Account Name,nsbi_sector,Deal Type,NSBI Financial Contribution (Commitment/Announced),Place Name,nsbi_county,PostalCode,fiscal year,Longitude,Latitude,New Georeferenced Column
Mother Hubbard's Kitchens,Advanced Manufacturing,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1T5,2018 - 2019,-63.581229,44.699529,POINT (-63.581229 44.699529)
AC Live Lobster Inc,Fish & Seafood Processing,Trade Mission (Outgoing),0,Clarks Harbour,Shelburne,B0W1P0,2018 - 2019,-65.650454,43.462969,POINT (-65.650454 43.462969)
AC Live Lobster Inc,Fish & Seafood Processing,Trade Mission (Outgoing),0,Clarks Harbour,Shelburne,B0W1P0,2018 - 2019,-65.650454,43.462969,POINT (-65.650454 43.462969)
Bluenose Frozen Seafood Incorporated,Fish & Seafood Processing,Trade Mission (Outgoing),0,Prospect Bay,Halifax Regional Municipality,B3V1L5,2018 - 2019,-63.598276,44.482335,POINT (-63.598276 44.482335)
Captain Little Seafood Ltd.,Fish & Seafood Processing,Trade Mission (Outgoing),0,Port Mouton,Queens,B0T1T0,2018 - 2019,-65.313433,43.775345,POINT (-65.313433 43.775345)
Captain Little Seafood Ltd.,Fish & Seafood Processing,Trade Mission (Outgoing),0,Port Mouton,Queens,B0T1T0,2018 - 2019,-65.313433,43.775345,POINT (-65.313433 43.775345)
Acoubit Communications,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Marimetrics Technologies,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4A5,2018 - 2019,-63.556376,44.663211,POINT (-63.556376 44.663211)
Ocean Data Science,Transportation & Logistics,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H1W5,2018 - 2019,-63.586966,44.637694,POINT (-63.586966 44.637694)
Prosaris Solutions Ltd.,ICT (includes Digital Media),Trade Mission (Outgoing),0,Hammonds Plains,Halifax Regional Municipality,B4B1P4,2018 - 2019,-63.756573,44.731435,POINT (-63.756573 44.731435)
ReelData,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
Wittaya Aqua,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
Geoforce Group Limited,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
GeoSpectrum Technologies Incorporated,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
Jasco Applied Sciences (Canada) Ltd,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1Z1,2018 - 2019,-63.584818,44.709741,POINT (-63.584818 44.709741)
MacArtney Canada Ltd,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
MetOcean Telematics Limited,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1R9,2018 - 2019,-63.595049,44.699403,POINT (-63.595049 44.699403)
Sensor Technology Ltd,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
Xeos Technologies Inc,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1L6,2018 - 2019,-63.604817,44.715039,POINT (-63.604817 44.715039)
Clearwater Seafoods Ltd Partnership,Fish & Seafood Processing,Trade Mission (Outgoing),0,Bedford,Halifax Regional Municipality,B4A3Z7,2018 - 2019,-63.665571,44.707624,POINT (-63.665571 44.707624)
Domaine de Grand Pre,Agri-food,Trade Mission (Outgoing),0,Grand Pre,Kings,B0P1M0,2018 - 2019,-64.285653,45.095031,POINT (-64.285653 45.095031)
Gidney Fisheries Limited,Fish & Seafood Processing,Trade Mission (Outgoing),0,Digby,Digby,B0V1A0,2018 - 2019,-65.84642,44.536344,POINT (-65.84642 44.536344)
Natural Hues Inc,Agri-food,Trade Mission (Outgoing),0,Halifax,Colchester,B3L2H5,2018 - 2019,-63.615373,44.645626,POINT (-63.615373 44.645626)
Oxford Frozen Foods Ltd,Agri-food,Trade Mission (Outgoing),0,Oxford,Cumberland,B0M1P0,2018 - 2019,-63.849946,45.810473,POINT (-63.849946 45.810473)
Steinhart Distillery Limited,Agri-food,Trade Mission (Outgoing),0,Antigonish,Antigonish,B2G2L1,2018 - 2019,-62.155396,45.566847,POINT (-62.155396 45.566847)
JusNova Agriculture Ltd,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3M1N1,2018 - 2019,-63.641789,44.66397,POINT (-63.641789 44.66397)
Ashored Innovations,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Colchester,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Allendale Electronics Ltd,Advanced Manufacturing,Trade Mission (Outgoing),0,Lockeport,Shelburne,B0T1L0,2018 - 2019,-65.12347,43.71839,POINT (-65.12347 43.71839)
Atlantick Repellent Products Inc.,Chemicals & Plastics,Trade Mission (Outgoing),0,Mahone Bay,Lunenburg,B0J2E0,2018 - 2019,-64.307402,44.308292,POINT (-64.307402 44.308292)
Pelagis Data Solutions,Oceans Technology,Trade Mission (Outgoing),0,Point Edward,Cape Breton,B2A4R2,2018 - 2019,-60.276693,46.162688,POINT (-60.276693 46.162688)
Baie Run Pet Products Inc,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
Chelation Partners Incorporated,Life Sciences,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H3Z1,2018 - 2019,-63.59645,44.637136,POINT (-63.59645 44.637136)
Devonian Coast Wineries Ltd  (DCW),Agri-food,Trade Mission (Outgoing),0,Malagash,Cumberland,B0K1E0,2018 - 2019,-63.453043,45.794472,POINT (-63.453043 45.794472)
Spark Engagement Inc,Business Services,Trade Mission (Outgoing),0,Antigonish,Antigonish,B2G2L2,2018 - 2019,-61.944846,45.654903,POINT (-61.944846 45.654903)
2 Crows Brewing Ltd,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J2G7,2018 - 2019,-63.578146,44.649349,POINT (-63.578146 44.649349)
Allendale Electronics Ltd,Advanced Manufacturing,Trade Mission (Outgoing),0,Lockeport,Shelburne,B0T1L0,2018 - 2019,-65.12347,43.71839,POINT (-65.12347 43.71839)
Annapolis Brewing Company,Not Coded,Trade Mission (Outgoing),0,Annapolis Royal,Annapolis,B0S1A0,2018 - 2019,-65.51801,44.74364,POINT (-65.51801 44.74364)
Authentic Seacoast Company Ltd,Agri-food,Trade Mission (Outgoing),0,Guysborough,Guysborough,B0H1N0,2018 - 2019,-61.132467,45.320843,POINT (-61.132467 45.320843)
Barrelling Tide Distillery,Agri-food,Trade Mission (Outgoing),0,Port Williams,Kings,B0P1T0,2018 - 2019,-64.362715,45.159695,POINT (-64.362715 45.159695)
Breton Brewing Co,Agri-food,Trade Mission (Outgoing),0,Sydney,Cape Breton,B1R1V7,2018 - 2019,-60.229829,46.116106,POINT (-60.229829 46.116106)
Compass Distillers,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K4C4,2018 - 2019,-63.592367,44.654497,POINT (-63.592367 44.654497)
Island_ Folk_ Cider_ House,Agri-food,Trade Mission (Outgoing),0,Port Morien,Cape Breton,B1B1E7,2018 - 2019,-59.866593,46.145213,POINT (-59.866593 46.145213)
The Propeller Brewing Company,Agri-food,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1B6,2018 - 2019,-63.602778,44.696904,POINT (-63.602778 44.696904)
WarrierTech Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H1Y1,2018 - 2019,-63.5849,44.640901,POINT (-63.5849 44.640901)
GeoSpectrum Technologies Incorporated,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
IBM Canada Ltd,ICT (includes Digital Media),Trade Mission (Outgoing),0,Bedford,Halifax Regional Municipality,B4B1G4,2018 - 2019,-63.740337,44.723448,POINT (-63.740337 44.723448)
Kraken Robotics Inc.,Aerospace & Defence,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1T3,2018 - 2019,-63.610623,44.703069,POINT (-63.610623 44.703069)
McInnes Cooper,Not Coded,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J2V1,2018 - 2019,-63.645986,44.648416,POINT (-63.645986 44.648416)
RIMOT.IO Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4M9,2018 - 2019,-63.542698,44.660305,POINT (-63.542698 44.660305)
Sensor Technology Ltd,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
Xeos Technologies Inc,Oceans Technology,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1L6,2018 - 2019,-63.604817,44.715039,POINT (-63.604817 44.715039)
Atlantic Flight Attendant Academy,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H3Y4,2018 - 2019,-63.593557,44.632239,POINT (-63.593557 44.632239)
Authentic Seacoast Company Ltd,Agri-food,Trade Mission (Outgoing),0,Guysborough,Guysborough,B0H1N0,2018 - 2019,-61.132467,45.320843,POINT (-61.132467 45.320843)
Benjamin Bridge Vineyards,Agri-food,Trade Mission (Outgoing),0,Wolfville,Kings,B4P2R1,2018 - 2019,-64.403589,45.013938,POINT (-64.403589 45.013938)
Domaine de Grand Pre,Agri-food,Trade Mission (Outgoing),0,Grand Pre,Kings,B0P1M0,2018 - 2019,-64.285653,45.095031,POINT (-64.285653 45.095031)
Easypass Immigration & Education Consulting Inc,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J3K3,2018 - 2019,-63.57813098,44.64335495,POINT (-63.57813098 44.64335495)
Fundy Drinks LTD,Agri-food,Trade Mission (Outgoing),0,Halifax,Kings,B3J2G7,2018 - 2019,-63.578146,44.649349,POINT (-63.578146 44.649349)
JusNova Agriculture Ltd,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3M1N1,2018 - 2019,-63.641789,44.66397,POINT (-63.641789 44.66397)
Oxford Frozen Foods Ltd,Agri-food,Trade Mission (Outgoing),0,Oxford,Cumberland,B0M1P0,2018 - 2019,-63.849946,45.810473,POINT (-63.849946 45.810473)
Sainte-Famille Wines Ltd,Agri-food,Trade Mission (Outgoing),0,West Hants,Hants,B0P1L0,2018 - 2019,-64.160143,44.997485,POINT (-64.160143 44.997485)
Victoria Co-Operative Fisheries Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Neils Harbour,Victoria,B0C1N0,2018 - 2019,-60.343878,46.762745,POINT (-60.343878 46.762745)
Atlantic Resources Partnership Inc,Not Coded,Trade Mission (Outgoing),0,Bedford,Halifax Regional Municipality,B4A4H4,2018 - 2019,-63.687758,44.705663,POINT (-63.687758 44.705663)
Atlantic Sea Cucumber Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Hacketts Cove,Halifax Regional Municipality,B3Z3K7,2018 - 2019,-63.757708,44.662435,POINT (-63.757708 44.662435)
Fisher King Seafoods Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Lower Sackville,Halifax Regional Municipality,B4C4E6,2018 - 2019,-63.65843038,44.7606098,POINT (-63.65843038 44.7606098)
Gidney Fisheries Limited,Fish & Seafood Processing,Trade Mission (Outgoing),0,Digby,Digby,B0V1A0,2018 - 2019,-65.84642,44.536344,POINT (-65.84642 44.536344)
Louisbourg Seafoods Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Louisbourg,Cape Breton,B1C1B5,2018 - 2019,-59.97144562,45.91905461,POINT (-59.97144562 45.91905461)
Louisbourg Seafoods Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Louisbourg,Cape Breton,B1C1B5,2018 - 2019,-59.97144562,45.91905461,POINT (-59.97144562 45.91905461)
Louisbourg Seafoods Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Louisbourg,Cape Breton,B1C1B5,2018 - 2019,-59.97144562,45.91905461,POINT (-59.97144562 45.91905461)
Nautical Seafoods Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Clementsport,Annapolis,B0S1K0,2018 - 2019,-65.744945,44.705351,POINT (-65.744945 44.705351)
Right Source Group Limited,Fish & Seafood Processing,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1N4,2018 - 2019,-63.601486,44.713636,POINT (-63.601486 44.713636)
Rio Import & Export Limited,Fish & Seafood Processing,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1W7,2018 - 2019,-63.60125,44.716433,POINT (-63.60125 44.716433)
Top Claw Lobster & Seafood Company,Fish & Seafood Processing,Trade Mission (Outgoing),0,Clarks Harbour,Shelburne,B0W1P0,2018 - 2019,-65.650454,43.462969,POINT (-65.650454 43.462969)
Top Claw Lobster & Seafood Company,Fish & Seafood Processing,Trade Mission (Outgoing),0,Clarks Harbour,Shelburne,B0W1P0,2018 - 2019,-65.650454,43.462969,POINT (-65.650454 43.462969)
Top Claw Lobster & Seafood Company,Fish & Seafood Processing,Trade Mission (Outgoing),0,Clarks Harbour,Shelburne,B0W1P0,2018 - 2019,-65.650454,43.462969,POINT (-65.650454 43.462969)
Victoria Co-Operative Fisheries Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Neils Harbour,Victoria,B0C1N0,2018 - 2019,-60.343878,46.762745,POINT (-60.343878 46.762745)
World Link Food Distributors Inc,Fish & Seafood Processing,Trade Mission (Outgoing),0,Enfield,Halifax Regional Municipality,B2T1K3,2018 - 2019,-63.52380855,44.8796973,POINT (-63.52380855 44.8796973)
World Link Food Distributors Inc,Fish & Seafood Processing,Trade Mission (Outgoing),0,Enfield,Halifax Regional Municipality,B2T1K3,2018 - 2019,-63.52380855,44.8796973,POINT (-63.52380855 44.8796973)
Authentic Seacoast Company Ltd,Agri-food,Trade Mission (Outgoing),0,Guysborough,Guysborough,B0H1N0,2018 - 2019,-61.132467,45.320843,POINT (-61.132467 45.320843)
Authentic Seacoast Company Ltd,Agri-food,Trade Mission (Outgoing),0,Guysborough,Guysborough,B0H1N0,2018 - 2019,-61.132467,45.320843,POINT (-61.132467 45.320843)
Hawboldt Industries (1989) Ltd,Oceans Technology,Trade Mission (Outgoing),0,Chester,Lunenburg,B0J1J0,2018 - 2019,-64.225079,44.560562,POINT (-64.225079 44.560562)
Ocean Technology Council of Nova Scotia (OTCNS),Not Coded,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
Taste of Nova Scotia Quality Food,Business Services,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B2Y4P5,2018 - 2019,-63.569266,44.665864,POINT (-63.569266 44.665864)
Blue Harbour Cheese Incorporated,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K4S7,2018 - 2019,-63.611255,44.665687,POINT (-63.611255 44.665687)
Blue Harbour Cheese Incorporated,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K4S7,2018 - 2019,-63.611255,44.665687,POINT (-63.611255 44.665687)
Blue Harbour Cheese Incorporated,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K4S7,2018 - 2019,-63.611255,44.665687,POINT (-63.611255 44.665687)
Chocolate Hackers,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K2H7,2018 - 2019,-63.604915,44.665088,POINT (-63.604915 44.665088)
Chocolate Hackers,Agri-food,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3K2H7,2018 - 2019,-63.604915,44.665088,POINT (-63.604915 44.665088)
Classic Fine Foods,Agri-food,Trade Mission (Outgoing),0,Edwardsville,Cape Breton,B2A4S6,2018 - 2019,-60.22160264,46.15678026,POINT (-60.22160264 46.15678026)
Classic Fine Foods,Agri-food,Trade Mission (Outgoing),0,Edwardsville,Cape Breton,B2A4S6,2018 - 2019,-60.22160264,46.15678026,POINT (-60.22160264 46.15678026)
More In Store Marketing Solutions Inc,Business Services,Trade Mission (Outgoing),0,Fall River,Halifax Regional Municipality,B2T1J6,2018 - 2019,-63.599837,44.805489,POINT (-63.599837 44.805489)
Oyster Promo Inc,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H3X9,2018 - 2019,-63.587154,44.630259,POINT (-63.587154 44.630259)
Peace by Chocolate Inc.,Agri-food,Trade Mission (Outgoing),0,Antigonish,Antigonish,B2G2G8,2018 - 2019,-61.97936724,45.62856001,POINT (-61.97936724 45.62856001)
Penny Doherty Literacy Consultants Incorporated,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H2J5,2018 - 2019,-63.592084,44.643695,POINT (-63.592084 44.643695)
Dillon Consulting Ltd.,Business Services,EGP,1200,Halifax,Halifax,B3S 1B3,2019 - 2020,-63.665839,44.6423613,POINT (-63.665839 44.6423613)
PeopleCan Training & Development,Business Services,Trade Mission (Outgoing),0,Lower Sackville,Halifax Regional Municipality,B4C2S3,2018 - 2019,-63.68483351,44.76785324,POINT (-63.68483351 44.76785324)
Sassy Solutions Consulting Limited,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3M3C8,2018 - 2019,-63.652605,44.657547,POINT (-63.652605 44.657547)
Spark Engagement Inc,Business Services,Trade Mission (Outgoing),0,Antigonish,Antigonish,B2G2L2,2018 - 2019,-61.944846,45.654903,POINT (-61.944846 45.654903)
Uprise Consulting,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3L4T7,2018 - 2019,-63.631058,44.653673,POINT (-63.631058 44.653673)
Uprise Consulting,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3L4T7,2018 - 2019,-63.631058,44.653673,POINT (-63.631058 44.653673)
Louisbourg Seafoods Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Louisbourg,Cape Breton,B1C1B5,2018 - 2019,-59.97144562,45.91905461,POINT (-59.97144562 45.91905461)
Haskapa,Agri-food,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1M3,2018 - 2019,-63.611768,44.703405,POINT (-63.611768 44.703405)
ITO Seafoods Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3J3R3,2018 - 2019,-63.56899455,44.64269727,POINT (-63.56899455 44.64269727)
AGL Group Holding Limited,Advanced Manufacturing,Trade Mission (Outgoing),0,Bridgewater,Lunenburg,B0J2C0,2018 - 2019,-64.309889,44.37635,POINT (-64.309889 44.37635)
Atlantica Mechanical Contractors Inc,Advanced Manufacturing,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1H5,2018 - 2019,-63.606634,44.701133,POINT (-63.606634 44.701133)
Biscay Seafoods Canada Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3L2C1,2018 - 2019,-63.623858,44.653361,POINT (-63.623858 44.653361)
Oyster Promo Inc,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3H3X9,2018 - 2019,-63.587154,44.630259,POINT (-63.587154 44.630259)
Pearlmark Foods - NS Division,Not Coded,Trade Mission (Outgoing),0,Canning,Kings,B0P1H0,2018 - 2019,-64.165254,45.026806,POINT (-64.165254 45.026806)
Stantec,Engineering & Professional,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3A0A4,2018 - 2019,-63.561484,44.689132,POINT (-63.561484 44.689132)
Zeus Seafood Inc,Fish & Seafood Processing,Trade Mission (Outgoing),0,Lake Charlotte,Halifax Regional Municipality,B0J1Y0,2018 - 2019,-62.845748,44.7843,POINT (-62.845748 44.7843)
Dillon Consulting Ltd,Business Services,Trade Mission (Outgoing),0,Halifax,Halifax Regional Municipality,B3S1B3,2018 - 2019,-63.663711,44.637971,POINT (-63.663711 44.637971)
MacGregors Industrial Group,Advanced Manufacturing,Trade Mission (Outgoing),0,New Glasgow,Pictou,B2H5C7,2018 - 2019,-62.643478,45.586891,POINT (-62.643478 45.586891)
Nexus Coastal Resource Management,Engineering & Professional,Trade Mission (Outgoing),0,Hubley,Halifax Regional Municipality,B3Z1B8,2018 - 2019,-63.795244,44.672015,POINT (-63.795244 44.672015)
Shift,Business Services,Trade Mission (Outgoing),0,Head Of St Margarets Bay,Halifax Regional Municipality,B3Z1X8,2018 - 2019,-63.919943,44.680846,POINT (-63.919943 44.680846)
Stright-MacKay Ltd,Business Services,Trade Mission (Outgoing),0,New Glasgow,Pictou,B2H5E1,2018 - 2019,-62.638714,45.604452,POINT (-62.638714 45.604452)
TriNav Fisheries Consultants Inc,Business Services,Trade Mission (Outgoing),0,Dartmouth,Halifax Regional Municipality,B3B1N3,2018 - 2019,-63.592554,44.706327,POINT (-63.592554 44.706327)
